train_epoch ; train_step ; discrim_loss ; gen_loss_GAN ; gen_loss_L1
0 ; 150 ; 0.0 ; 0.0 ; 0.0
1 ; 1 ; 0.01782199 ; 0.006784107 ; 0.0056227506
1 ; 2 ; 0.04523679 ; 0.015449077 ; 0.01065414
1 ; 3 ; 0.06972702 ; 0.030136958 ; 0.015712742
1 ; 4 ; 0.08501374 ; 0.039820388 ; 0.019451834
1 ; 5 ; 0.09860232 ; 0.04894418 ; 0.023783956
1 ; 6 ; 0.11082419 ; 0.058113188 ; 0.027397139
1 ; 7 ; 0.12325537 ; 0.0677116 ; 0.030968135
1 ; 8 ; 0.13634767 ; 0.07706692 ; 0.034909584
1 ; 9 ; 0.1479799 ; 0.08561577 ; 0.038510073
1 ; 10 ; 0.16010974 ; 0.09452003 ; 0.04139808
1 ; 11 ; 0.17416584 ; 0.105787456 ; 0.0441589
1 ; 12 ; 0.18694569 ; 0.116743505 ; 0.046810526
1 ; 13 ; 0.19988795 ; 0.12665667 ; 0.049466334
1 ; 14 ; 0.21147159 ; 0.13617313 ; 0.051683534
1 ; 15 ; 0.22111337 ; 0.14513312 ; 0.053531155
1 ; 16 ; 0.23186225 ; 0.15138063 ; 0.05582915
1 ; 17 ; 0.24138881 ; 0.16030018 ; 0.057652034
1 ; 18 ; 0.2513193 ; 0.1683371 ; 0.059975967
1 ; 19 ; 0.2613745 ; 0.17697674 ; 0.061911885
1 ; 21 ; 0.2712023 ; 0.185989 ; 0.063735865
1 ; 21 ; 0.2821212 ; 0.19267412 ; 0.06622552
1 ; 22 ; 0.29246274 ; 0.19864605 ; 0.06807096
1 ; 23 ; 0.30341694 ; 0.20879897 ; 0.07068118
1 ; 24 ; 0.31456378 ; 0.21684314 ; 0.07231839
1 ; 25 ; 0.32588652 ; 0.22426307 ; 0.07352558
1 ; 26 ; 0.33581367 ; 0.23164687 ; 0.07508536
1 ; 27 ; 0.34375608 ; 0.24139556 ; 0.07605689
1 ; 28 ; 0.35335335 ; 0.24757852 ; 0.07732656
1 ; 29 ; 0.36366102 ; 0.25273305 ; 0.078447476
1 ; 30 ; 0.37462288 ; 0.26171255 ; 0.07991101
1 ; 31 ; 0.38722125 ; 0.2704572 ; 0.080872916
1 ; 32 ; 0.4013389 ; 0.2789664 ; 0.081978954
1 ; 33 ; 0.41368812 ; 0.28314137 ; 0.08519718
1 ; 34 ; 0.42376524 ; 0.2873119 ; 0.08723779
1 ; 35 ; 0.43297696 ; 0.29206565 ; 0.08861944
1 ; 36 ; 0.4429452 ; 0.30040222 ; 0.08942412
1 ; 37 ; 0.45301104 ; 0.30578685 ; 0.09028782
1 ; 38 ; 0.46243632 ; 0.3112746 ; 0.09136812
1 ; 39 ; 0.47237876 ; 0.31810677 ; 0.092122525
1 ; 40 ; 0.4832397 ; 0.3252748 ; 0.09376734
1 ; 41 ; 0.4923594 ; 0.3298087 ; 0.09494884
1 ; 42 ; 0.50038964 ; 0.33451155 ; 0.09587635
1 ; 43 ; 0.5074885 ; 0.34088755 ; 0.096422896
1 ; 44 ; 0.51450324 ; 0.34661958 ; 0.097327545
