train_epoch ; train_step ; discrim_loss ; gen_loss_GAN ; gen_loss_L1
0 ; 150 ; 0.0 ; 0.0 ; 0.0
1 ; 1 ; 0.016709944 ; 0.006117948 ; 0.005856572
1 ; 2 ; 0.055663757 ; 0.02454982 ; 0.01086155
1 ; 3 ; 0.07200288 ; 0.033050016 ; 0.015201403
1 ; 4 ; 0.09266533 ; 0.043724827 ; 0.019499626
1 ; 5 ; 0.10999189 ; 0.054287374 ; 0.023313291
1 ; 6 ; 0.12389768 ; 0.062366992 ; 0.02714053
1 ; 7 ; 0.13981952 ; 0.07220951 ; 0.030239014
1 ; 8 ; 0.15414329 ; 0.081791 ; 0.033847492
1 ; 9 ; 0.16636793 ; 0.090211675 ; 0.037138868
1 ; 10 ; 0.1777026 ; 0.09853503 ; 0.040053345
1 ; 11 ; 0.18801741 ; 0.10714355 ; 0.04264004
1 ; 12 ; 0.19828065 ; 0.11522721 ; 0.045233868
1 ; 13 ; 0.20797396 ; 0.12320891 ; 0.04742165
1 ; 14 ; 0.21905872 ; 0.13127871 ; 0.05050577
1 ; 15 ; 0.22941357 ; 0.13906583 ; 0.052771535
1 ; 16 ; 0.23897102 ; 0.14742997 ; 0.054699637
1 ; 17 ; 0.24988568 ; 0.15475506 ; 0.057778418
1 ; 18 ; 0.2604691 ; 0.1631844 ; 0.060119227
1 ; 19 ; 0.269996 ; 0.17068341 ; 0.06171971
1 ; 20 ; 0.2802613 ; 0.17903294 ; 0.06352012
1 ; 21 ; 0.2902406 ; 0.18630354 ; 0.06492023
1 ; 22 ; 0.30057994 ; 0.19270849 ; 0.06668912
1 ; 23 ; 0.31246307 ; 0.2029319 ; 0.067891106
1 ; 24 ; 0.32347214 ; 0.21124136 ; 0.06944615
1 ; 25 ; 0.3334281 ; 0.21830772 ; 0.07043239
1 ; 26 ; 0.34202117 ; 0.2264318 ; 0.07153472
1 ; 27 ; 0.35098287 ; 0.23489112 ; 0.072476596
1 ; 28 ; 0.3620178 ; 0.24216597 ; 0.07353079
1 ; 29 ; 0.37365365 ; 0.25150618 ; 0.074429974
1 ; 30 ; 0.3856482 ; 0.257916 ; 0.075264715
1 ; 31 ; 0.39590606 ; 0.26334542 ; 0.07752262
1 ; 32 ; 0.4047898 ; 0.27123985 ; 0.07846471
1 ; 33 ; 0.41440624 ; 0.27785394 ; 0.07912956
1 ; 34 ; 0.42479658 ; 0.2831545 ; 0.08016216
1 ; 35 ; 0.4336141 ; 0.28974354 ; 0.08116197
1 ; 36 ; 0.44140932 ; 0.2962158 ; 0.08198535
1 ; 37 ; 0.44876948 ; 0.30227152 ; 0.08288098
1 ; 38 ; 0.4576757 ; 0.30749175 ; 0.08457541
1 ; 39 ; 0.46773738 ; 0.31549805 ; 0.0853232
1 ; 40 ; 0.4761515 ; 0.31903526 ; 0.0866878
1 ; 41 ; 0.48602095 ; 0.32510743 ; 0.087947495
1 ; 42 ; 0.49479666 ; 0.32966 ; 0.09062178
1 ; 43 ; 0.503438 ; 0.33535135 ; 0.09201415
1 ; 44 ; 0.51203305 ; 0.34083384 ; 0.09281091
1 ; 45 ; 0.5217522 ; 0.34707275 ; 0.093520045
1 ; 46 ; 0.52979904 ; 0.3509766 ; 0.09614771
1 ; 47 ; 0.5377446 ; 0.355585 ; 0.09701248
1 ; 48 ; 0.54570735 ; 0.36103648 ; 0.09781022
1 ; 49 ; 0.55282944 ; 0.3657419 ; 0.09903309
1 ; 50 ; 0.55971676 ; 0.3702782 ; 0.0997299
1 ; 51 ; 0.5669579 ; 0.37655702 ; 0.100562274
1 ; 52 ; 0.5733035 ; 0.38057017 ; 0.10114942
1 ; 53 ; 0.5796767 ; 0.38600338 ; 0.10334637
1 ; 54 ; 0.5872416 ; 0.39145464 ; 0.1042715
1 ; 55 ; 0.59451395 ; 0.39525506 ; 0.10478382
1 ; 56 ; 0.6012378 ; 0.39883113 ; 0.10527629
